BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,51300,,85255,HomeImp,Self,10,0,0,166.7279349,0,22,26.57262502
0,22300,60513,111713,DebtCon,ProfExe,15,0,3,291.61872,1,35,27.70517064
0,24200,90626,116601,DebtCon,Self,2,0,0,226.1163866,1,27,34.49993837
1,30100,92249,,HomeImp,Office,2,1,0,180.6801536,0,21,31.08912029
0,18400,41730,59750,DebtCon,,6,1,0,109.9614065,1,10,27.91184544
0,13600,7627,59173,HomeImp,Other,7,2,0,362.5122503,1,22,14.26712754
1,5700,77213,92661,DebtCon,Sales,0,0,0,97.13317095,1,16,41.77788863
1,16000,70000,87400,DebtCon,Office,18,,3,145.8666667,3,18,
1,14500,69115,98900,DebtCon,Other,18,0,0,177.8666667,,11,
1,27000,79218,115721,DebtCon,Other,9,0,0,280.3437201,0,35,33.22776308
0,27000,,38356,DebtCon,Other,8,0,,87.47422306,,13,20.92741537
0,11000,85758,108661,HomeImp,Mgr,11,0,0,255.2874154,0,24,29.43486714
1,12300,78000,101200,HomeImp,Other,0.4,0,0,145.0666667,1,19,
1,16100,33209,52000,DebtCon,Other,8,0,0,91.3,1,15,
0,18600,96993,134785,DebtCon,Mgr,14,0,0,173.897513,2,25,33.36326972
1,2400,28000,40800,HomeImp,Mgr,12,0,0,67.2,2,22,
0,28400,90823,126845,DebtCon,Other,1,0,0,188.7734549,1,25,42.89671511
0,14500,67631,89458,DebtCon,Other,4,0,0,24.95552961,1,4,39.10372517
1,42400,220757,297444,DebtCon,ProfExe,30,0,0,237.5898022,1,25,44.47109904
1,15000,49200,72900,DebtCon,Other,10,0,0,174.0332996,1,16,
0,25500,135728,178942,DebtCon,Mgr,0,,,133.9564941,,38,32.42562995
1,17300,73503,91842,DebtCon,Other,0,0,6,142.3320756,1,32,46.90232438
0,16500,74263,98922,DebtCon,Office,0,0,0,139.8312465,3,20,31.81442935
1,13000,43744,60000,DebtCon,Self,22,0,1,21.26666667,1,15,
1,5000,63125,126500,HomeImp,Office,3,0,0,100.3,0,14,
1,18600,23850,61808,HomeImp,Other,12,0,0,46.94616405,0,8,40.8529275
1,45100,67552,128659,HomeImp,Other,10,0,0,83.32311342,0,13,43.87407943
1,29000,149900,201000,,Self,5,4,4,131.9333333,1,29,
1,8900,62733,77741,DebtCon,Mgr,8,0,0,68.89009617,3,17,37.77330059
1,27200,61118,35184,DebtCon,Sales,10,4,2,134.6489043,7,23,45.25528966
0,16700,5106,93277,HomeImp,Other,14,0,0,269.9626887,0,23,29.87592807
0,7600,80900,99525,DebtCon,ProfExe,2,0,0,135.6401964,0,26,34.77708943
1,16400,48700,72500,DebtCon,Other,,0,1,127.3,1,39,
0,8800,,74928,,,,,,,,,23.98891307
0,37700,31687,76454,DebtCon,ProfExe,5,0,0,192.3516702,2,18,23.87340882
0,12900,66126,84472,DebtCon,Other,2,,,187.1791987,,34,29.99503841
1,9500,36114,45654,DebtCon,Office,0,0,0,83.33329177,0,9,25.34347845
0,20900,,73849,HomeImp,Office,7,0,0,124.9559978,1,5,18.48129353
1,9000,31896,46195,HomeImp,Other,25,0,2,122.3891553,3,16,36.68165215
0,20700,69810,100756,HomeImp,Other,3,0,0,213.7282918,1,13,32.87190897
1,11900,54867,79000,HomeImp,Mgr,1,0,0,182.6,2,23,
0,22400,80226,111307,DebtCon,Other,,0,0,186.6311118,1,24,38.93617569
0,19300,51580,83518,DebtCon,Other,13,0,0,89.525932,0,9,7.148413213
0,12000,64000,80000,DebtCon,Other,2,0,0,239.5333333,3,26,
0,14200,34558,40754,HomeImp,Other,8,0,0,76.43121321,2,11,31.04118388
0,26600,94954,131913,DebtCon,ProfExe,0,1,0,187.1408236,2,37,35.27011322
0,12700,53199,82567,HomeImp,Other,3,0,1,185.3250354,0,13,27.39038041
0,15200,20005,39605,DebtCon,Mgr,8,0,0,96.73490299,0,10,21.74161074
0,14000,43173,65985,HomeImp,ProfExe,5,0,0,215.9858947,3,18,37.14869173
1,9700,32660,54536,DebtCon,Office,0,0,0,156.4821057,0,13,67.32490355
1,16500,94403,,DebtCon,Office,9,0,1,217.7868414,0,19,
0,23500,44952,70191,DebtCon,Office,6,0,0,164.9639399,1,26,35.78815771
0,8400,77144,91532,DebtCon,Mgr,19,0,1,311.7571824,1,24,40.91273699
0,18700,66891,94454,DebtCon,Office,0,0,0,160.711282,3,20,32.78419351
1,13400,5900,55320,HomeImp,Other,3,2,2,234.0218164,3,16,19.089301
0,86000,47355,85000,DebtCon,Other,15,0,0,210.9666667,0,16,
0,11400,75705,90727,DebtCon,Mgr,5,0,0,143.1010326,2,27,42.16992673
0,31100,136521,188264,DebtCon,ProfExe,1,1,0,227.6518778,2,19,38.51864488
1,19500,100077,122352,DebtCon,Office,3,0,0,58.86102746,0,9,38.12151833
1,8900,60782,100000,HomeImp,ProfExe,14,0,8,129.8666667,0,36,
0,11400,,38246,HomeImp,Other,,,0,88.88697534,0,10,37.65838877
0,18700,99003,162566,,Other,,1,,252.2637988,,23,39.20903917
1,13000,47000,60000,HomeImp,Self,1,0,0,,3,12,
0,18400,99902,125249,DebtCon,Office,26,0,0,294.424118,2,16,33.48854738
0,17000,96065,116416,DebtCon,Other,14,0,0,125.6730605,2,8,34.75618581
1,17300,73000,95000,DebtCon,Other,5,2,1,90.3,6,30,
0,7000,81335,81018,HomeImp,Other,22,0,0,341.6105761,1,47,27.76729977
1,36800,125894,172184,DebtCon,Office,11,0,1,214.7311603,1,33,43.84754372
0,13100,74832,98616,HomeImp,ProfExe,6,0,0,101.3622896,1,26,27.02148065
1,11000,53700,68000,DebtCon,Mgr,6,0,0,101.5,0,13,
1,3000,7000,20300,HomeImp,Other,3,0,0,50.8,5,9,
0,27900,69589,115061,DebtCon,Other,5,0,0,97.8638453,1,32,41.47397173
0,22800,,74988,DebtCon,Sales,2,0,0,393.5104724,0,23,24.05020799
1,17100,32134,69131,DebtCon,Other,3,0,0,209.1988005,0,6,38.632967
0,33700,142468,195770,DebtCon,ProfExe,22,0,0,200.8607367,1,22,36.50527114
0,5200,19000,26000,DebtCon,Other,0,1,0,17.2,10,7,
1,18100,23590,215548,DebtCon,Mgr,10,7,2,136.5300202,10,41,33.27229752
0,7900,,67081,HomeImp,Office,1,0,0,59.08154143,0,4,41.07787822
0,33500,49292,104421,DebtCon,Office,1,0,0,161.8332356,1,25,36.89609946
1,15500,38900,60500,DebtCon,Other,8,7,4,95.9,2,53,
0,7900,,75462,,,,,,,,,23.34502168
0,23000,42600,69500,DebtCon,Other,10,0,0,119.7,1,20,
1,18700,70562,91223,DebtCon,Other,27,0,2,112.7103681,4,35,64.2724769
1,6000,9660,35900,DebtCon,Other,8,0,1,136.3,3,6,
1,38000,24447,,DebtCon,Office,3,0,4,134.9,2,25,
0,15100,26196,45657,HomeImp,Other,9,0,0,86.71659339,1,12,29.32175447
0,20200,45088,65211,DebtCon,Office,10,0,2,118.5696695,1,22,43.45451215
0,15300,22057,44461,,Office,1,0,0,210.2754761,0,16,40.43225224
0,12300,159798,177853,DebtCon,ProfExe,6,,0,206.8170726,4,25,41.42504139
0,21800,82817,114732,DebtCon,Other,,0,0,190.0874448,1,24,40.74821176
1,15100,45351,65481,DebtCon,Other,4,0,0,91.71529252,9,18,39.07015305
0,17600,79122,96116,DebtCon,Other,1,0,0,152.4437144,1,18,35.5896626
1,7000,46000,66660,DebtCon,Office,1,0,1,138.2333333,0,9,
1,11100,52900,91741,HomeImp,Other,,1,1,93.1103527,,8,40.76145307
0,38300,93255,144457,DebtCon,Other,10,0,0,73.65685393,1,36,41.93949606
0,12100,55147,72553,DebtCon,Other,0,0,0,229.4061754,0,10,35.86772963
0,11600,33379,51821,,Other,31,0,0,247.1205918,0,19,23.66108403
1,33000,153000,164000,DebtCon,Office,9,0,0,117.6666667,4,32,
1,12800,81030,100333,DebtCon,Mgr,11,0,1,80.14894304,4,29,42.31937039
0,13200,59422,88308,HomeImp,Other,,0,0,294.7820846,0,19,29.95255446
1,16200,118585,131940,DebtCon,Sales,5,0,0,202.3851699,2,40,23.97711222
1,33100,111917,156552,DebtCon,Mgr,12,0,0,107.2948996,2,37,41.44154866
1,12300,73099,84250,DebtCon,ProfExe,4,,,,,,40.22228314
0,24400,50317,71327,DebtCon,Other,6,0,0,45.48580177,1,18,37.01414079
1,9500,54612,68759,HomeImp,Other,9,0,0,89.10283861,0,19,31.35390694
1,8000,61000,90450,HomeImp,Other,4,2,1,139.8666667,0,9,
0,31900,23517,47805,DebtCon,Other,0,0,0,78.81360028,0,7,16.7277481
1,77400,87651,224630,HomeImp,Self,9,0,2,73.46963001,3,13,40.92979326
1,15000,,27500,HomeImp,Other,11,1,1,62.3,2,3,
0,20600,16779,56481,DebtCon,Other,24,0,1,228.0570024,0,24,27.17664772
0,21700,93025,140438,HomeImp,ProfExe,5,0,0,166.1776578,0,32,32.77507936
1,50400,168561,244322,DebtCon,Office,16,0,1,184.5232854,3,47,47.41737605
0,33900,128884,172094,DebtCon,Mgr,12,1,0,166.6247382,1,27,42.31889922
0,10200,84196,91642,DebtCon,Other,1,0,0,104.8350719,1,32,38.37611263
1,21900,108000,144940,DebtCon,Other,13,0,0,260.7666667,1,22,
0,17200,90567,118761,DebtCon,Other,14,0,0,139.3401702,2,9,34.78487038
1,9000,52257,58275,DebtCon,Sales,5,0,0,80.25180099,0,21,34.14472595
1,5800,27791,46833,DebtCon,Mgr,3,0,0,83.28906275,1,13,30.18780539
0,25800,112388,180313,DebtCon,Sales,16,0,0,295.5460058,0,31,33.24109601
0,11100,72402,86584,DebtCon,Mgr,8,0,0,102.9720787,0,22,29.6557132
1,16000,83200,,DebtCon,ProfExe,0.6,0,0,318.5666667,9,27,
1,11000,45000,63775,DebtCon,Other,14,0,0,173.1666667,0,18,
0,16500,77049,98658,DebtCon,Other,5,3,0,77.99281611,0,21,23.1200738
0,9300,21138,30700,DebtCon,Other,3,,,,,,
1,6900,37055,83000,HomeImp,Sales,1,0,0,122.2666667,2,43,
0,7800,109000,123500,DebtCon,Self,6,0,1,174.4666667,0,19,
0,6900,49932,66042,HomeImp,Office,20,0,0,204.4845828,0,19,21.85549413
0,14300,85631,100000,HomeImp,Other,20,0,0,144.999297,3,23,30.13063638
1,25000,46451,89600,DebtCon,Office,10,1,2,95.36666667,2,15,
0,18600,23792,79716,HomeImp,Other,,0,0,238.7898367,0,50,42.12712426
1,4000,26572,31960,HomeImp,Office,11,0,0,117.7951039,0,8,41.28649195
1,38700,119847,162365,HomeImp,ProfExe,13,0,0,149.8027955,0,39,47.91511242
0,25600,77123,103014,DebtCon,Mgr,1,,,231.7942011,3,24,43.67128143
1,20300,77325,133075,DebtCon,Office,19,1,0,166.1260891,4,21,40.73602194
0,6100,48300,53388,HomeImp,Office,9,,,178.4896022,,19,26.72002818
0,19100,51994,66467,DebtCon,Other,7,0,0,100.1818877,3,15,41.15508261
1,5000,40000,70500,HomeImp,Mgr,0.4,0,0,61.76666667,2,8,
0,21000,64100,85100,DebtCon,Other,3.5,0,0,97.63333333,2,30,
1,46300,39800,41600,DebtCon,Other,,0,0,111.6,1,3,
0,11000,92521,110704,DebtCon,Other,13,0,0,208.8984853,2,16,39.25043329
0,16300,66038,98585,DebtCon,Office,1,0,0,162.0654119,3,19,32.75346067
1,8800,50000,68000,DebtCon,Other,19,0,0,108.9,0,16,
0,25100,66938,92544,DebtCon,ProfExe,8,1,1,135.6650702,4,26,34.56587631
0,14900,36120,57095,DebtCon,ProfExe,4,0,0,239.0236755,1,35,38.17162353
0,26200,189252,241754,DebtCon,Other,9,0,0,97.31488774,2,25,40.31269773
0,24000,114196,150000,DebtCon,Mgr,4,0,0,289.1333333,0,25,
0,22800,,57761,DebtCon,Other,,0,0,310.4829388,0,18,38.50570506
1,19000,24658,47027,HomeImp,Mgr,19,0,0,159.1052252,4,31,53.54819585
0,8400,102894,117799,HomeImp,Other,9,,,420.0981644,1,49,39.63319009
1,65500,205156,290239,DebtCon,ProfExe,2,0,0,98.80820562,1,21,144.1890013
0,26800,149729,183027,DebtCon,ProfExe,7,0,0,331.2565571,0,34,37.00088322
1,9900,21400,36600,DebtCon,Self,2,0,0,154.2,2,26,
1,6100,62751,95617,HomeImp,Other,1,0,0,138.6468632,1,13,31.75727069
0,7500,44744,60518,DebtCon,,6,,0,79.41122999,,16,34.39744173
0,23000,32946,52054,HomeImp,Self,6,0,,123.0672167,,10,24.02181712
0,20600,147855,125839,,ProfExe,4,1,0,97.10958363,3,34,29.69750665
1,6300,65875,76000,DebtCon,Mgr,0.8,2,0,84,1,12,
0,8400,39677,54707,DebtCon,Office,10,0,0,203.2429653,1,23,31.21770976
1,8800,2800,18361,HomeImp,Other,2,3,1,107.7666667,4,3,
0,20000,83205,132000,DebtCon,Other,11,0,0,97.4,3,15,
1,2000,32700,46740,HomeImp,Other,3,0,2,216.9333333,1,12,
0,24500,118251,158758,DebtCon,Mgr,2,0,0,282.6499217,0,24,38.84480195
0,5300,66987,65111,HomeImp,Sales,4,1,0,175.3287038,1,22,40.44257039
0,51500,,90003,HomeImp,Other,,0,0,347.8025143,0,7,25.32400193
0,11000,131949,165096,HomeImp,ProfExe,5,0,0,440.4212537,0,42,26.90476645
1,11600,45917,60000,DebtCon,Other,10,0,1,304.3666667,3,27,
0,25600,111000,153000,DebtCon,ProfExe,7,0,0,112.6333333,3,27,
1,6500,96314,105800,HomeImp,ProfExe,27,0,0,475.8,2,40,
1,15000,6124,35000,HomeImp,Other,1.5,1,0,91.26666667,0,5,
0,5500,70481,82446,HomeImp,Other,8,0,1,116.5919769,0,24,37.61268272
1,25600,65030,92453,DebtCon,Other,5,0,0,,0,0,35.02885642
1,3600,48507,61000,DebtCon,Office,13,1,4,97.4,0,17,
0,11400,28043,87684,HomeImp,ProfExe,20,1,1,229.1779592,0,10,25.48999451
0,7000,52287,87972,HomeImp,ProfExe,7,0,0,211.2844132,1,24,33.46140225
0,15100,38549,59853,DebtCon,,5,0,0,104.1832474,2,9,29.14186281
0,13600,81620,101933,DebtCon,Other,1,0,0,148.0672908,0,22,41.61289898
1,20300,180254,220843,HomeImp,ProfExe,11,0,0,217.1281672,0,25,41.56310065
0,5400,47844,52040,HomeImp,Office,8,,,189.0343046,,18,24.70113626
0,18000,105000,172500,DebtCon,Office,6,0,0,219.1666667,4,24,
0,25000,135501,184613,DebtCon,Mgr,0,,,119.5305254,,39,30.65881623
0,13100,69259,75149,DebtCon,Office,11,0,0,240.4102919,3,37,40.73560441
1,25000,90000,128000,DebtCon,Other,10,1,1,73.03333333,5,40,
0,26900,74982,126972,DebtCon,Office,0,0,0,315.8189112,0,23,38.32598985
0,21500,47451,78645,,,,,,,,,38.46833167
1,12200,53242,70400,DebtCon,Other,14,0,0,169.9306635,0,18,34.62942766
1,7200,46000,67000,DebtCon,Other,24,0,0,142,1,14,
1,5600,5000,66700,HomeImp,Other,31,1,1,204.0666667,0,11,
0,28200,44363,72966,DebtCon,Mgr,16,1,0,82.27059459,6,16,34.98052537
0,17000,51682,67688,HomeImp,Office,2,0,0,135.1919065,0,18,33.05063637
0,17800,39686,67246,DebtCon,,5,0,0,114.183555,1,10,27.5758097
0,13600,13202,50848,DebtCon,ProfExe,3,0,0,302.2019151,0,16,16.77857669
1,6200,,,DebtCon,Self,3,,,80.5,2,17,
1,16100,61712,82649,DebtCon,Other,12,0,0,94.6451236,0,9,27.5488312
0,28800,151328,194243,HomeImp,Self,2,0,0,174.9770528,0,17,42.11254013
1,2500,15000,20200,HomeImp,,18,0,0,136.0666667,1,19,
1,23300,103783,132612,DebtCon,Sales,1,0,,120.3479666,0,19,203.3121487
1,11900,52814,72000,DebtCon,Other,12,0,0,123.6,0,20,
0,7400,75311,89905,DebtCon,ProfExe,0,,,,,,27.20199961
0,19000,47400,80000,DebtCon,Other,12,0,0,95.36666667,1,10,
0,69700,192163,293901,DebtCon,Self,10,0,0,222.1475256,2,24,29.03823599
1,20000,161000,204000,DebtCon,ProfExe,5,3,7,205.9333333,5,25,
0,23100,64601,100170,DebtCon,Office,2,0,0,156.675375,0,21,34.00023607
1,18900,17800,40798,DebtCon,Office,6,2,0,167.4666667,2,16,
1,25600,105480,126389,DebtCon,Mgr,25,0,2,307.4029037,2,35,36.76382417
0,9700,53527,58605,DebtCon,Office,4,0,0,75.58454258,3,12,36.70953891
0,23200,96043,140090,DebtCon,ProfExe,21,0,0,162.6404305,0,24,39.20510043
1,25000,86000,,DebtCon,Other,14,1,0,144.0333333,2,40,
1,10600,61294,82646,DebtCon,ProfExe,5,0,4,87.85916929,2,13,36.39514815
0,4900,170986,245300,DebtCon,Sales,,0,0,131.9333333,0,22,
1,15000,54000,72865,DebtCon,Office,2.9,0,1,145.1,1,15,
1,45000,47321,115000,DebtCon,Other,,0,1,130.3,0,22,
0,58000,39436,75446,DebtCon,Other,2,0,0,102.2093582,0,20,30.16455356
0,21400,96016,135783,DebtCon,Mgr,14,0,0,169.0161379,2,25,35.61202481
0,23200,62811,99320,DebtCon,Office,3,0,0,166.8610989,1,21,36.07127157
0,45200,89427,157731,DebtCon,Other,17,0,0,209.7670286,8,18,39.16706289
1,1300,70053,68400,HomeImp,Other,7,0,2,121.8333333,0,14,
0,14700,89448,115380,DebtCon,Office,11,0,0,222.8150889,0,12,40.52479687
0,21500,71636,96678,HomeImp,Office,13,0,0,135.9405415,0,13,37.87247372
1,15200,105328,113931,HomeImp,ProfExe,3,0,0,138.1335045,2,32,61.89063458
0,18300,68096,99051,DebtCon,Mgr,1,0,0,85.8431617,0,17,27.63351648
0,10500,42003,53754,DebtCon,Other,16,0,0,84.55110419,0,12,32.34295932
0,18600,38674,63641,HomeImp,Other,23,0,0,245.049372,0,13,25.18098984
1,22400,25585,54049,,ProfExe,20,0,0,251.358003,0,19,25.20270637
0,12000,73000,94900,DebtCon,ProfExe,9,3,0,189.7,1,30,
1,21800,76324,102287,DebtCon,Office,6,0,1,61.64132538,4,29,41.03238603
0,22200,64809,96831,HomeImp,ProfExe,17,0,0,639.0581723,0,24,22.61418191
0,28400,46126,66942,DebtCon,Office,18,0,0,180.6683082,2,21,33.76903515
0,22700,,57156,DebtCon,Other,,0,0,289.5456726,0,19,40.16294454
0,15100,60264,87110,HomeImp,ProfExe,5,0,0,111.399385,0,13,26.06204325
1,6300,59793,98314,DebtCon,Self,2.2,0,0,120.7333333,0,8,
0,19200,96401,115545,DebtCon,ProfExe,7,0,0,128.7145138,1,20,22.18728999
1,18400,88352,110216,HomeImp,Other,1,0,0,376.7236428,3,31,47.83067113
0,53000,180371,256589,DebtCon,ProfExe,4,0,0,240.157802,1,33,36.47761781
0,6500,,70886,,,,,,,,,23.47088075
0,32900,37265,76154,DebtCon,Other,7,,,128.7311432,,23,34.85797706
0,26600,122501,153280,DebtCon,Mgr,2,0,0,289.581723,0,25,38.1297118
1,4900,44000,59745,HomeImp,Other,10,0,0,81.5,3,13,
1,7000,64300,119500,HomeImp,Other,1,1,0,54.83333333,0,8,
1,3000,,33000,HomeImp,Other,1,0,1,23.3,1,2,
1,4000,,80609,HomeImp,Other,1.5,0,2,126.5333333,3,12,
0,36200,36661,53622,DebtCon,Other,,0,0,,6,0,32.01469166
1,15000,62674,76950,HomeImp,Mgr,8,1,5,249.5333333,0,31,
1,10000,66399,78000,,ProfExe,0.9,0,0,112.6,0,15,
1,16500,43223,46925,DebtCon,Other,10,0,0,178.0023834,4,20,40.20633377
0,6200,45564,61956,HomeImp,Other,2,0,,101.1670603,,13,38.67514015
0,29600,233916,291490,DebtCon,ProfExe,15,0,1,259.7334653,2,25,25.10508606
1,11000,41000,63450,HomeImp,Other,2.9,,,,,,
0,29500,50079,80222,DebtCon,Office,1,0,0,147.9901182,2,19,38.139022
1,9000,31170,50725,DebtCon,Other,16,0,0,93.06666667,0,18,
0,22900,88244,103144,HomeImp,,8,,,,,,31.0726936
0,8000,,34226,HomeImp,Other,,,1,75.36666667,1,10,
1,12000,,,HomeImp,Other,19,0,8,195.8333333,0,13,
0,22000,15774,60115,DebtCon,Other,27,0,1,213.4142381,0,24,25.57680965
0,25800,137140,167096,DebtCon,Other,7,0,1,209.085283,1,19,36.18947433
0,20500,82638,109915,DebtCon,Other,,0,0,176.3666652,1,25,37.86483283
0,27600,129311,188143,DebtCon,Mgr,1,,,122.5168848,,39,30.47417374
0,16500,64081,100796,HomeImp,ProfExe,22,0,1,243.9416859,1,24,38.32781635
0,15300,14695,48095,DebtCon,ProfExe,1,0,0,301.6576658,0,16,19.01244637
0,13800,18714,47905,HomeImp,Office,25,0,0,259.1030228,0,19,29.47966234
0,6000,43000,57460,HomeImp,Other,1.6,1,,101.5,,13,
1,15400,63456,96794,DebtCon,ProfExe,3,0,0,85.52936247,0,28,37.362645
0,15700,79346,93472,DebtCon,Mgr,19,0,0,244.476057,11,23,33.19641246
1,6000,,,HomeImp,Office,13,,2,122.7666667,,23,
1,6000,47625,85925,HomeImp,Office,0.1,2,1,154.1333333,4,26,
1,13000,137618,159000,DebtCon,ProfExe,9,2,6,106.5333333,6,37,
0,28300,72572,117311,DebtCon,Other,6,0,0,85.79724815,1,32,39.8765037
0,24400,91316,147837,DebtCon,ProfExe,23,0,0,170.0567485,0,24,42.66845465
1,14900,55480,76464,HomeImp,Other,15,0,1,122.0894998,5,20,43.06260476
0,28600,39009,75893,DebtCon,Mgr,12,1,0,85.62551999,6,15,33.97581441
0,17900,66823,91680,DebtCon,Mgr,0,0,0,89.43649279,0,18,27.71065729
0,8500,83157,202962,HomeImp,Self,14,0,0,13.68276401,,8,21.29733923
0,15800,61073,90897,DebtCon,ProfExe,8,0,0,208.5007559,0,20,23.03574584
0,21100,63955,95621,HomeImp,ProfExe,19,0,0,626.2970937,0,24,20.01032357
1,16600,42259,,DebtCon,Other,1.5,1,3,209.9666667,0,20,
0,12000,41182,59947,HomeImp,Other,23,0,0,118.1799392,0,22,37.13106416
0,51500,42041,67770,DebtCon,Office,6,0,,205.6565765,1,16,31.0290026
1,20000,87800,163800,,Mgr,14,2,6,244.0666667,,25,
0,14300,21828,38000,DebtCon,Mgr,17,1,0,103.5,1,17,
1,13900,103030,114131,DebtCon,Mgr,3,0,0,,0,0,38.39422244
1,42000,65889,125000,HomeImp,Other,10,0,0,102.5,1,13,
0,14800,53738,66258,DebtCon,Other,7,0,0,240.8634414,0,17,34.53249609
1,25000,74800,105000,DebtCon,Mgr,10,0,5,163.3,2,46,
0,6000,79046,103048,HomeImp,Other,0,0,0,181.696538,0,32,37.28998992
1,17200,74402,,DebtCon,ProfExe,13,0,1,115.3530306,4,34,41.35903633
0,11800,116742,137385,DebtCon,ProfExe,15,,1,170.5400351,1,33,30.78500359
0,30500,113822,148478,DebtCon,ProfExe,10,0,0,165.7882784,0,16,31.16320701
0,31300,106960,144201,DebtCon,Other,15,0,0,230.4130352,0,40,42.66665957
0,27800,142356,177328,DebtCon,ProfExe,6,0,0,315.1755675,0,35,38.59599092
0,48800,47476,105332,HomeImp,Self,9,0,0,194.1389185,3,36,40.65343467
0,18600,43438,69441,DebtCon,Office,1,0,0,229.2744494,0,11,35.80007142
1,12500,53060,67500,DebtCon,Office,16,0,5,183.6333333,0,15,
1,13300,45860,63500,HomeImp,ProfExe,7,0,0,127.7666667,4,9,
0,6800,76074,88178,HomeImp,Other,22,0,0,341.4650556,0,46,27.52324614
0,14800,86861,93341,HomeImp,Office,,0,0,162.0239464,0,26,42.89716211
0,9000,81248,92503,DebtCon,Other,0,0,0,121.1996495,2,10,37.39023989
1,2400,50000,73395,HomeImp,ProfExe,5,1,0,,1,0,
0,12000,76674,97936,DebtCon,Mgr,5,0,0,147.9142027,2,27,41.22576316
1,21200,70000,101250,DebtCon,Other,1,1,0,43.6,7,49,
0,17300,65077,91991,DebtCon,Other,0,2,3,114.0234424,2,26,35.90776048
0,64900,69786,148769,HomeImp,Office,10,0,0,129.0844789,0,11,43.51994271
0,10200,34522,43076,HomeImp,Other,9,0,0,92.90754834,0,3,36.84535669
0,8900,,42309,HomeImp,Other,,,1,56.93709635,0,10,37.35952991
0,24600,83099,113245,DebtCon,ProfExe,9,0,1,122.7492164,0,19,28.12573109
1,4900,65576,65774,HomeImp,Other,6,1,2,61.64250608,1,14,40.59091002
0,27600,112753,155166,DebtCon,ProfExe,6,0,0,124.9909552,3,26,32.08868135
0,14800,88898,107208,DebtCon,Office,30,,0,329.7602146,1,50,36.74501301
0,6000,,53190,HomeImp,,0,0,0,,0,0,15.174415
1,39400,162000,235000,DebtCon,Mgr,10,3,4,77.1,0,21,
0,16800,56979,90008,HomeImp,ProfExe,10,0,2,178.9299564,1,12,27.8164203
0,9400,26700,40150,HomeImp,Other,9,0,0,80.16666667,0,4,
1,19700,139534,172125,DebtCon,Other,0,0,0,101.9435185,6,17,32.76108398
0,31200,234304,290923,DebtCon,ProfExe,14,0,1,260.9197759,2,26,27.05723429
0,9600,,56900,,,,,,,,,14.43523879
1,25000,175225,211000,DebtCon,ProfExe,13,1,2,148.1333333,4,53,
1,15500,26452,43900,DebtCon,Mgr,21,1,2,215.0666667,0,19,
0,9300,59617,67709,HomeImp,Other,4,0,1,243.8307278,1,16,35.96828075
1,2000,22608,,,,18,,,,,,
1,14000,,28992,HomeImp,Other,,0,0,342.0666667,2,14,
0,22000,188982,231933,DebtCon,ProfExe,2,0,0,294.9601692,0,26,36.43459137
0,14200,102789,123691,DebtCon,,3,0,0,127.0600081,1,26,31.33876448
1,5900,106650,,DebtCon,Mgr,1,0,6,250.5666667,4,23,
0,7500,49100,85650,HomeImp,Other,18,0,0,178.3346667,0,29,
1,11900,58104,77870,HomeImp,Other,7,0,0,69.43333333,1,19,
0,2500,7229,44516,HomeImp,Self,,0,0,208,0,12,
0,27600,64818,91915,DebtCon,Other,16,0,0,99.60460781,0,17,32.46114433
0,8700,77377,97070,DebtCon,Mgr,3,0,0,68.85487717,2,24,38.21772578
1,20800,176235,209695,DebtCon,Other,9,3,0,159.7067703,0,25,38.59193997
0,8600,,47791,,,,,,,,,14.39253608
0,24100,57555,90732,DebtCon,Other,8,0,0,236.9619925,1,19,37.93487786
0,18600,119741,212530,DebtCon,Other,4,1,0,202.2885776,0,17,27.07376116
1,10500,55267,65160,DebtCon,Other,1,0,0,108.2754232,8,22,47.07928537
1,23200,14511,81579,DebtCon,Other,7,0,3,272.938299,0,23,47.12058049
1,44000,55604,101916,DebtCon,Other,3,0,1,194.2349529,2,37,43.33855659
1,7000,38800,53500,HomeImp,ProfExe,15,0,0,96.36666667,0,18,
1,9100,17218,36721,DebtCon,Other,8,0,1,115.7520933,3,5,37.47941029
0,21900,53458,77455,DebtCon,ProfExe,10,0,0,192.8877492,1,42,40.95631078
1,13300,25698,58760,HomeImp,Self,15,0,0,147.9109824,1,10,30.96207665
0,27300,149950,177309,DebtCon,ProfExe,6,0,0,328.1681227,0,35,39.15955376
1,5700,70000,84579,DebtCon,Sales,0.1,0,0,95.9,1,17,
0,14700,35164,68061,DebtCon,ProfExe,5,0,0,245.6705776,1,16,23.11228982
1,13900,56710,59348,HomeImp,Other,14,2,1,176.5303274,0,39,24.39371452
1,5000,46696,85202,HomeImp,Other,2,1,2,148.3406455,0,14,46.489874
0,25300,,33975,HomeImp,Other,23,0,0,79.16325954,2,14,27.17922554
0,17500,51102,69532,DebtCon,Other,5,0,0,108.3160802,2,49,31.49594572
1,11000,49000,68000,HomeImp,Other,2,2,3,9.1,3,15,
0,11800,44944,57132,DebtCon,Other,,0,0,74.15604508,0,14,42.81224294
1,8300,10000,63775,HomeImp,Other,0,0,0,200.8666667,0,14,
0,21600,105759,139002,DebtCon,Office,11,0,2,213.0345218,0,24,40.9030584
